state,stage,sex,date,completion
Pulau Pinang,primary,both,1/1/2022,97.7
Pulau Pinang,primary,female,1/1/2016,97.2
Pulau Pinang,primary,female,1/1/2017,98.16
Pulau Pinang,primary,female,1/1/2018,97.2
Pulau Pinang,primary,female,1/1/2019,97.1
Pulau Pinang,primary,female,1/1/2020,97.8
Pulau Pinang,primary,female,1/1/2021,96.8
Pulau Pinang,primary,female,1/1/2022,98.9
Pulau Pinang,primary,male,1/1/2016,95.93
Pulau Pinang,primary,male,1/1/2017,95.35
Pulau Pinang,primary,male,1/1/2018,95.9
Pulau Pinang,primary,male,1/1/2019,95
Pulau Pinang,primary,male,1/1/2020,96.1
Pulau Pinang,primary,male,1/1/2021,91.6
Pulau Pinang,primary,male,1/1/2022,96.6
Pulau Pinang,secondary_lower,both,1/1/2016,94.7517
Pulau Pinang,secondary_lower,both,1/1/2017,97.3899
Pulau Pinang,secondary_lower,both,1/1/2018,95.4679
Pulau Pinang,secondary_lower,both,1/1/2019,97.8
Pulau Pinang,secondary_lower,both,1/1/2020,97.9
Pulau Pinang,secondary_lower,both,1/1/2021,97.1
Pulau Pinang,secondary_lower,both,1/1/2022,98.9
Pulau Pinang,secondary_lower,female,1/1/2016,96.7884
Pulau Pinang,secondary_lower,female,1/1/2017,97.4851
Pulau Pinang,secondary_lower,female,1/1/2018,96.6006
Pulau Pinang,secondary_lower,female,1/1/2019,98.9
Pulau Pinang,secondary_lower,female,1/1/2020,99.1
Pulau Pinang,secondary_lower,female,1/1/2021,97.9
Pulau Pinang,secondary_lower,female,1/1/2022,99.7
Pulau Pinang,secondary_lower,male,1/1/2016,92.7462
Pulau Pinang,secondary_lower,male,1/1/2017,97.2984
Pulau Pinang,secondary_lower,male,1/1/2018,94.3396
Pulau Pinang,secondary_lower,male,1/1/2019,96.6
Pulau Pinang,secondary_lower,male,1/1/2020,96.8
Pulau Pinang,secondary_lower,male,1/1/2021,96.3
Pulau Pinang,secondary_lower,male,1/1/2022,99.7
Pulau Pinang,secondary_upper,both,1/1/2016,100.1947
Pulau Pinang,secondary_upper,both,1/1/2017,95.4438
Pulau Pinang,secondary_upper,both,1/1/2018,94.9794
Pulau Pinang,secondary_upper,both,1/1/2019,96.9
Pulau Pinang,secondary_upper,both,1/1/2020,92
Pulau Pinang,secondary_upper,both,1/1/2021,95.5
Pulau Pinang,secondary_upper,both,1/1/2022,100.5
Pulau Pinang,secondary_upper,female,1/1/2016,100.3956
Pulau Pinang,secondary_upper,female,1/1/2017,96.4923
Pulau Pinang,secondary_upper,female,1/1/2018,96.6369
Pulau Pinang,secondary_upper,female,1/1/2019,98.1
Pulau Pinang,secondary_upper,female,1/1/2020,92.6
Pulau Pinang,secondary_upper,female,1/1/2021,95.9
Pulau Pinang,secondary_upper,female,1/1/2022,101
Pulau Pinang,secondary_upper,male,1/1/2016,99.9818
Pulau Pinang,secondary_upper,male,1/1/2017,94.3466
Pulau Pinang,secondary_upper,male,1/1/2018,93.2466
Pulau Pinang,secondary_upper,male,1/1/2019,95.6
Pulau Pinang,secondary_upper,male,1/1/2020,91.5
Pulau Pinang,secondary_upper,male,1/1/2021,95.1
Pulau Pinang,secondary_upper,male,1/1/2022,100
Sabah,primary,both,1/1/2016,99.75
Sabah,primary,both,1/1/2017,99.04
Sabah,primary,both,1/1/2018,99.12
Sabah,primary,both,1/1/2019,100.3
Sabah,primary,both,1/1/2020,100.3
Sabah,primary,both,1/1/2021,97.7
Sabah,primary,both,1/1/2022,100.6
Sabah,primary,female,1/1/2016,100.24
Sabah,primary,female,1/1/2017,99.59
Sabah,primary,female,1/1/2018,100.16
Sabah,primary,female,1/1/2019,101.2
Sabah,primary,female,1/1/2020,101
Sabah,primary,female,1/1/2021,98.1
Sabah,primary,female,1/1/2022,100.8
Sabah,primary,male,1/1/2016,99.29
Sabah,primary,male,1/1/2017,98.51
Sabah,primary,male,1/1/2018,98.14
Sabah,primary,male,1/1/2019,99.4
Sabah,primary,male,1/1/2020,99.8
Sabah,primary,male,1/1/2021,97.3
Sabah,primary,male,1/1/2022,100.3
Sabah,secondary_lower,both,1/1/2016,90.1018
Sabah,secondary_lower,both,1/1/2017,95.0703
Sabah,secondary_lower,both,1/1/2018,94.6595
Sabah,secondary_lower,both,1/1/2019,94.4
Sabah,secondary_lower,both,1/1/2020,95.7
Sabah,secondary_lower,both,1/1/2021,97.9
Sabah,secondary_lower,both,1/1/2022,99.6
Sabah,secondary_lower,female,1/1/2016,92.4599
Sabah,secondary_lower,female,1/1/2017,96.8362
Sabah,secondary_lower,female,1/1/2018,96.9419
Sabah,secondary_lower,female,1/1/2019,96.4
Sabah,secondary_lower,female,1/1/2020,97.5
Sabah,secondary_lower,female,1/1/2021,98.7
Sabah,secondary_lower,female,1/1/2022,99.7
Sabah,secondary_lower,male,1/1/2016,87.8606
Sabah,secondary_lower,male,1/1/2017,93.3594
Sabah,secondary_lower,male,1/1/2018,92.4622
Sabah,secondary_lower,male,1/1/2019,92.4
Sabah,secondary_lower,male,1/1/2020,93.9
Sabah,secondary_lower,male,1/1/2021,97.1
Sabah,secondary_lower,male,1/1/2022,99.5
Sabah,secondary_upper,both,1/1/2016,97.5882
Sabah,secondary_upper,both,1/1/2017,96.3273
Sabah,secondary_upper,both,1/1/2018,95.4015
Sabah,secondary_upper,both,1/1/2019,95.3
Sabah,secondary_upper,both,1/1/2020,94.2
Sabah,secondary_upper,both,1/1/2021,98.7
Sabah,secondary_upper,both,1/1/2022,99.6
Sabah,secondary_upper,female,1/1/2016,98.1709
Sabah,secondary_upper,female,1/1/2017,97.5322
Sabah,secondary_upper,female,1/1/2018,96.7491
Sabah,secondary_upper,female,1/1/2019,96.6
Sabah,secondary_upper,female,1/1/2020,95.4
Sabah,secondary_upper,female,1/1/2021,98.8
Sabah,secondary_upper,female,1/1/2022,99.5
Sabah,secondary_upper,male,1/1/2016,96.9636
Sabah,secondary_upper,male,1/1/2017,95.0459
Sabah,secondary_upper,male,1/1/2018,93.9898
Sabah,secondary_upper,male,1/1/2019,93.9
Sabah,secondary_upper,male,1/1/2020,92.9
Sabah,secondary_upper,male,1/1/2021,98.5
Sabah,secondary_upper,male,1/1/2022,99.7
Sarawak,primary,both,1/1/2016,99.4
Sarawak,primary,both,1/1/2017,99.54
Sarawak,primary,both,1/1/2018,99.23
Sarawak,primary,both,1/1/2019,99.9
Sarawak,primary,both,1/1/2020,99.9
Sarawak,primary,both,1/1/2021,100.1
Sarawak,primary,both,1/1/2022,100.7
Sarawak,primary,female,1/1/2016,100.02
Sarawak,primary,female,1/1/2017,99.98
Sarawak,primary,female,1/1/2018,99.57
Sarawak,primary,female,1/1/2019,100
Sarawak,primary,female,1/1/2020,100.1
Sarawak,primary,female,1/1/2021,100.7
Sarawak,primary,female,1/1/2022,101.1
Sarawak,primary,male,1/1/2016,98.82
Sarawak,primary,male,1/1/2017,99.13
Sarawak,primary,male,1/1/2018,98.91
Sarawak,primary,male,1/1/2019,99.7
Sarawak,primary,male,1/1/2020,99.6
Sarawak,primary,male,1/1/2021,99.6
Sarawak,primary,male,1/1/2022,100.3
Sarawak,secondary_lower,both,1/1/2016,94.3106
Sarawak,secondary_lower,both,1/1/2017,95.7767
Sarawak,secondary_lower,both,1/1/2018,95.3701
Sarawak,secondary_lower,both,1/1/2019,95.3
Sarawak,secondary_lower,both,1/1/2020,96
Sarawak,secondary_lower,both,1/1/2021,97.5
Sarawak,secondary_lower,both,1/1/2022,99
Sarawak,secondary_lower,female,1/1/2016,96.4445
Sarawak,secondary_lower,female,1/1/2017,97.5599
Sarawak,secondary_lower,female,1/1/2018,97.2874
Sarawak,secondary_lower,female,1/1/2019,97.1
Sarawak,secondary_lower,female,1/1/2020,97.7
Sarawak,secondary_lower,female,1/1/2021,98.7
Sarawak,secondary_lower,female,1/1/2022,99.6
Sarawak,secondary_lower,male,1/1/2016,92.2721
Sarawak,secondary_lower,male,1/1/2017,94.0587
Sarawak,secondary_lower,male,1/1/2018,93.5813
Sarawak,secondary_lower,male,1/1/2019,93.5
Sarawak,secondary_lower,male,1/1/2020,94.4
Sarawak,secondary_lower,male,1/1/2021,96.4
Sarawak,secondary_lower,male,1/1/2022,98.5
Sarawak,secondary_upper,both,1/1/2016,97.7736
Sarawak,secondary_upper,both,1/1/2017,95.9102
Sarawak,secondary_upper,both,1/1/2018,96.2509
Sarawak,secondary_upper,both,1/1/2019,96
Sarawak,secondary_upper,both,1/1/2020,91.8
Sarawak,secondary_upper,both,1/1/2021,97.5
Sarawak,secondary_upper,both,1/1/2022,98.9
Sarawak,secondary_upper,female,1/1/2016,98.4458
Sarawak,secondary_upper,female,1/1/2017,97.2364
Sarawak,secondary_upper,female,1/1/2018,97.283
Sarawak,secondary_upper,female,1/1/2019,97.2
Sarawak,secondary_upper,female,1/1/2020,92.9
Sarawak,secondary_upper,female,1/1/2021,97.9
Sarawak,secondary_upper,female,1/1/2022,98.9
Sarawak,secondary_upper,male,1/1/2016,97.0583
Sarawak,secondary_upper,male,1/1/2017,94.4892
Sarawak,secondary_upper,male,1/1/2018,95.1596
Sarawak,secondary_upper,male,1/1/2019,94.8
Sarawak,secondary_upper,male,1/1/2020,90.6
Sarawak,secondary_upper,male,1/1/2021,97.2
Sarawak,secondary_upper,male,1/1/2022,98.8
Selangor,primary,both,1/1/2016,96.86
Selangor,primary,both,1/1/2017,96.03
Selangor,primary,both,1/1/2018,95.56
Selangor,primary,both,1/1/2019,96.1
Selangor,primary,both,1/1/2020,97.3
Selangor,primary,both,1/1/2021,104.5
Selangor,primary,both,1/1/2022,98.6
Selangor,primary,female,1/1/2016,97.59
Selangor,primary,female,1/1/2017,96.6
Selangor,primary,female,1/1/2018,96.51
Selangor,primary,female,1/1/2019,96.9
Selangor,primary,female,1/1/2020,98.1
Selangor,primary,female,1/1/2021,105.4
Selangor,primary,female,1/1/2022,99.1
Selangor,primary,male,1/1/2016,96.17
Selangor,primary,male,1/1/2017,95.48
Selangor,primary,male,1/1/2018,94.68
Selangor,primary,male,1/1/2019,95.4
Selangor,primary,male,1/1/2020,96.4
Selangor,primary,male,1/1/2021,103.6
Selangor,primary,male,1/1/2022,98.2
Selangor,secondary_lower,both,1/1/2016,98.0499
Selangor,secondary_lower,both,1/1/2017,100.1307
Selangor,secondary_lower,both,1/1/2018,102.0542
Selangor,secondary_lower,both,1/1/2019,97.6
Selangor,secondary_lower,both,1/1/2020,97.1
Selangor,secondary_lower,both,1/1/2021,101.8
Selangor,secondary_lower,both,1/1/2022,98.1
Selangor,secondary_lower,female,1/1/2016,98.6911
Selangor,secondary_lower,female,1/1/2017,100.2461
Selangor,secondary_lower,female,1/1/2018,101.8743
Selangor,secondary_lower,female,1/1/2019,99.1
Selangor,secondary_lower,female,1/1/2020,98.2
Selangor,secondary_lower,female,1/1/2021,101.5
Selangor,secondary_lower,female,1/1/2022,98.4
Selangor,secondary_lower,male,1/1/2016,97.4134
Selangor,secondary_lower,male,1/1/2017,100.0173
Selangor,secondary_lower,male,1/1/2018,102.2325
Selangor,secondary_lower,male,1/1/2019,96.1
Selangor,secondary_lower,male,1/1/2020,95.9
Selangor,secondary_lower,male,1/1/2021,102.1
Selangor,secondary_lower,male,1/1/2022,97.7
Selangor,secondary_upper,both,1/1/2016,100.3258
Selangor,secondary_upper,both,1/1/2017,97.3706
Selangor,secondary_upper,both,1/1/2018,97.6012
Selangor,secondary_upper,both,1/1/2019,95.8
Selangor,secondary_upper,both,1/1/2020,93
Selangor,secondary_upper,both,1/1/2021,95.6
Selangor,secondary_upper,both,1/1/2022,99.3
Selangor,secondary_upper,female,1/1/2016,100.6855
Selangor,secondary_upper,female,1/1/2017,98.2312
Selangor,secondary_upper,female,1/1/2018,98.9636
Selangor,secondary_upper,female,1/1/2019,96.9
Selangor,secondary_upper,female,1/1/2020,93.5
Selangor,secondary_upper,female,1/1/2021,96.1
Selangor,secondary_upper,female,1/1/2022,99.6
Selangor,secondary_upper,male,1/1/2016,99.9505
Selangor,secondary_upper,male,1/1/2017,96.4688
Selangor,secondary_upper,male,1/1/2018,96.2022
Selangor,secondary_upper,male,1/1/2019,94.6
Selangor,secondary_upper,male,1/1/2020,92.4
Selangor,secondary_upper,male,1/1/2021,95
Selangor,secondary_upper,male,1/1/2022,98.9
Terengganu,primary,both,1/1/2016,100.43
Terengganu,primary,both,1/1/2017,100.06
Terengganu,primary,both,1/1/2018,99.87
Terengganu,primary,both,1/1/2019,100.7
Terengganu,primary,both,1/1/2020,100.4
Terengganu,primary,both,1/1/2021,103.7
Terengganu,primary,both,1/1/2022,103.8
Terengganu,primary,female,1/1/2016,101.43
Terengganu,primary,female,1/1/2017,101.45
Terengganu,primary,female,1/1/2018,101.81
Terengganu,primary,female,1/1/2019,101.5
Terengganu,primary,female,1/1/2020,101.9
Terengganu,primary,female,1/1/2021,104.4
Terengganu,primary,female,1/1/2022,104.6
Terengganu,primary,male,1/1/2016,99.51
Terengganu,primary,male,1/1/2017,98.7
Terengganu,primary,male,1/1/2018,97.99
Terengganu,primary,male,1/1/2019,100
Terengganu,primary,male,1/1/2020,99
Terengganu,primary,male,1/1/2021,102.9
Terengganu,primary,male,1/1/2022,103.1
Terengganu,secondary_lower,both,1/1/2016,96.8437
Terengganu,secondary_lower,both,1/1/2017,98.9429
Terengganu,secondary_lower,both,1/1/2018,100.4034
Terengganu,secondary_lower,both,1/1/2019,101.7
Terengganu,secondary_lower,both,1/1/2020,99.5
Terengganu,secondary_lower,both,1/1/2021,99
Terengganu,secondary_lower,both,1/1/2022,99.7
Terengganu,secondary_lower,female,1/1/2016,97.9727
Terengganu,secondary_lower,female,1/1/2017,99.5636
Terengganu,secondary_lower,female,1/1/2018,100.3665
Terengganu,secondary_lower,female,1/1/2019,101.7
Terengganu,secondary_lower,female,1/1/2020,99.9
Terengganu,secondary_lower,female,1/1/2021,99
Terengganu,secondary_lower,female,1/1/2022,99.9
Terengganu,secondary_lower,male,1/1/2016,95.7021
Terengganu,secondary_lower,male,1/1/2017,98.3104
Terengganu,secondary_lower,male,1/1/2018,100.4405
Terengganu,secondary_lower,male,1/1/2019,101.7
Terengganu,secondary_lower,male,1/1/2020,99.2
Terengganu,secondary_lower,male,1/1/2021,99.1
Terengganu,secondary_lower,male,1/1/2022,99.6
Terengganu,secondary_upper,both,1/1/2016,99.5952
Terengganu,secondary_upper,both,1/1/2017,98.0835
Terengganu,secondary_upper,both,1/1/2018,98.1639
Terengganu,secondary_upper,both,1/1/2019,99.9
Terengganu,secondary_upper,both,1/1/2020,96.1
Terengganu,secondary_upper,both,1/1/2021,100.5
Terengganu,secondary_upper,both,1/1/2022,99
Terengganu,secondary_upper,female,1/1/2016,99.4789
Terengganu,secondary_upper,female,1/1/2017,98.8052
Terengganu,secondary_upper,female,1/1/2018,98.4996
Terengganu,secondary_upper,female,1/1/2019,100.8
Terengganu,secondary_upper,female,1/1/2020,97.3
Terengganu,secondary_upper,female,1/1/2021,100
Terengganu,secondary_upper,female,1/1/2022,99.1
Terengganu,secondary_upper,male,1/1/2016,99.7217
Terengganu,secondary_upper,male,1/1/2017,97.3145
Terengganu,secondary_upper,male,1/1/2018,97.8014
Terengganu,secondary_upper,male,1/1/2019,99
Terengganu,secondary_upper,male,1/1/2020,94.9
Terengganu,secondary_upper,male,1/1/2021,100.9
Terengganu,secondary_upper,male,1/1/2022,98.8
W.P. Kuala Lumpur,primary,both,1/1/2016,91.93
W.P. Kuala Lumpur,primary,both,1/1/2017,90.37
W.P. Kuala Lumpur,primary,both,1/1/2018,91.18
W.P. Kuala Lumpur,primary,both,1/1/2019,91.6
W.P. Kuala Lumpur,primary,both,1/1/2020,92.4
W.P. Kuala Lumpur,primary,both,1/1/2021,94.5
W.P. Kuala Lumpur,primary,both,1/1/2022,93.8
W.P. Kuala Lumpur,primary,female,1/1/2016,93.13
W.P. Kuala Lumpur,primary,female,1/1/2017,91.38
W.P. Kuala Lumpur,primary,female,1/1/2018,92.1
W.P. Kuala Lumpur,primary,female,1/1/2019,92.5
W.P. Kuala Lumpur,primary,female,1/1/2020,93.1
W.P. Kuala Lumpur,primary,female,1/1/2021,96.8
W.P. Kuala Lumpur,primary,female,1/1/2022,94.6
W.P. Kuala Lumpur,primary,male,1/1/2016,90.8
W.P. Kuala Lumpur,primary,male,1/1/2017,89.4
W.P. Kuala Lumpur,primary,male,1/1/2018,90.31
W.P. Kuala Lumpur,primary,male,1/1/2019,90.7
W.P. Kuala Lumpur,primary,male,1/1/2020,91.6
W.P. Kuala Lumpur,primary,male,1/1/2021,92.4
W.P. Kuala Lumpur,primary,male,1/1/2022,92.9
W.P. Kuala Lumpur,secondary_lower,both,1/1/2016,98.0524
W.P. Kuala Lumpur,secondary_lower,both,1/1/2017,96.7909
W.P. Kuala Lumpur,secondary_lower,both,1/1/2018,94.0251
W.P. Kuala Lumpur,secondary_lower,both,1/1/2019,97.6
W.P. Kuala Lumpur,secondary_lower,both,1/1/2020,96.5
W.P. Kuala Lumpur,secondary_lower,both,1/1/2021,98
W.P. Kuala Lumpur,secondary_lower,both,1/1/2022,96.4
W.P. Kuala Lumpur,secondary_lower,female,1/1/2016,99.2771
W.P. Kuala Lumpur,secondary_lower,female,1/1/2017,97.4007
W.P. Kuala Lumpur,secondary_lower,female,1/1/2018,95.4319
W.P. Kuala Lumpur,secondary_lower,female,1/1/2019,98
W.P. Kuala Lumpur,secondary_lower,female,1/1/2020,98
W.P. Kuala Lumpur,secondary_lower,female,1/1/2021,98.7
W.P. Kuala Lumpur,secondary_lower,female,1/1/2022,96.4
W.P. Kuala Lumpur,secondary_lower,male,1/1/2016,96.8634
W.P. Kuala Lumpur,secondary_lower,male,1/1/2017,96.1827
W.P. Kuala Lumpur,secondary_lower,male,1/1/2018,92.6775
W.P. Kuala Lumpur,secondary_lower,male,1/1/2019,97.2
W.P. Kuala Lumpur,secondary_lower,male,1/1/2020,94.9
W.P. Kuala Lumpur,secondary_lower,male,1/1/2021,97.2
W.P. Kuala Lumpur,secondary_lower,male,1/1/2022,96.5
W.P. Kuala Lumpur,secondary_upper,both,1/1/2016,100.5322
W.P. Kuala Lumpur,secondary_upper,both,1/1/2017,92.2802
W.P. Kuala Lumpur,secondary_upper,both,1/1/2018,91.9811
W.P. Kuala Lumpur,secondary_upper,both,1/1/2019,99.4
W.P. Kuala Lumpur,secondary_upper,both,1/1/2020,80.8
W.P. Kuala Lumpur,secondary_upper,both,1/1/2021,94.7
W.P. Kuala Lumpur,secondary_upper,both,1/1/2022,97.5
W.P. Kuala Lumpur,secondary_upper,female,1/1/2016,101.1574
W.P. Kuala Lumpur,secondary_upper,female,1/1/2017,92.2339
W.P. Kuala Lumpur,secondary_upper,female,1/1/2018,93.8397
W.P. Kuala Lumpur,secondary_upper,female,1/1/2019,100.6
W.P. Kuala Lumpur,secondary_upper,female,1/1/2020,80.7
W.P. Kuala Lumpur,secondary_upper,female,1/1/2021,94.9
W.P. Kuala Lumpur,secondary_upper,female,1/1/2022,98.1
W.P. Kuala Lumpur,secondary_upper,male,1/1/2016,99.9075
W.P. Kuala Lumpur,secondary_upper,male,1/1/2017,92.3269
W.P. Kuala Lumpur,secondary_upper,male,1/1/2018,90.1594
W.P. Kuala Lumpur,secondary_upper,male,1/1/2019,98.1
W.P. Kuala Lumpur,secondary_upper,male,1/1/2020,80.9
W.P. Kuala Lumpur,secondary_upper,male,1/1/2021,94.5
W.P. Kuala Lumpur,secondary_upper,male,1/1/2022,97
W.P. Labuan,primary,both,1/1/2016,95.05
W.P. Labuan,primary,both,1/1/2017,91.31
W.P. Labuan,primary,both,1/1/2018,94.54
W.P. Labuan,primary,both,1/1/2019,89.8
W.P. Labuan,primary,both,1/1/2020,94.1
W.P. Labuan,primary,both,1/1/2021,91.4
W.P. Labuan,primary,both,1/1/2022,92.4
W.P. Labuan,primary,female,1/1/2016,97.96
W.P. Labuan,primary,female,1/1/2017,90.31
W.P. Labuan,primary,female,1/1/2018,94.99
W.P. Labuan,primary,female,1/1/2019,90
W.P. Labuan,primary,female,1/1/2020,96.8
W.P. Labuan,primary,female,1/1/2021,93.2
W.P. Labuan,primary,female,1/1/2022,93.9
W.P. Labuan,primary,male,1/1/2016,92.4
W.P. Labuan,primary,male,1/1/2017,92.24
W.P. Labuan,primary,male,1/1/2018,94.09
W.P. Labuan,primary,male,1/1/2019,89.7
W.P. Labuan,primary,male,1/1/2020,91.6
W.P. Labuan,primary,male,1/1/2021,89.5
W.P. Labuan,primary,male,1/1/2022,90.9
W.P. Labuan,secondary_lower,both,1/1/2016,78.3156
W.P. Labuan,secondary_lower,both,1/1/2017,99.43
W.P. Labuan,secondary_lower,both,1/1/2018,89.127
W.P. Labuan,secondary_lower,both,1/1/2019,94.1
W.P. Labuan,secondary_lower,both,1/1/2020,103.9
W.P. Labuan,secondary_lower,both,1/1/2021,98
W.P. Labuan,secondary_lower,both,1/1/2022,102.8
W.P. Labuan,secondary_lower,female,1/1/2016,80.4911
W.P. Labuan,secondary_lower,female,1/1/2017,99.5
W.P. Labuan,secondary_lower,female,1/1/2018,89.0909
W.P. Labuan,secondary_lower,female,1/1/2019,94.2
W.P. Labuan,secondary_lower,female,1/1/2020,104.7
W.P. Labuan,secondary_lower,female,1/1/2021,98.2
W.P. Labuan,secondary_lower,female,1/1/2022,103.2
W.P. Labuan,secondary_lower,male,1/1/2016,76.2581
W.P. Labuan,secondary_lower,male,1/1/2017,99.3631
W.P. Labuan,secondary_lower,male,1/1/2018,89.1603
W.P. Labuan,secondary_lower,male,1/1/2019,94
W.P. Labuan,secondary_lower,male,1/1/2020,103.2
W.P. Labuan,secondary_lower,male,1/1/2021,97.8
W.P. Labuan,secondary_lower,male,1/1/2022,102.5
W.P. Labuan,secondary_upper,both,1/1/2016,101.9983
W.P. Labuan,secondary_upper,both,1/1/2017,97.0185
W.P. Labuan,secondary_upper,both,1/1/2018,91.4501
W.P. Labuan,secondary_upper,both,1/1/2019,99.9
W.P. Labuan,secondary_upper,both,1/1/2020,95.8
W.P. Labuan,secondary_upper,both,1/1/2021,96
W.P. Labuan,secondary_upper,both,1/1/2022,99.3
W.P. Labuan,secondary_upper,female,1/1/2016,100.1721
W.P. Labuan,secondary_upper,female,1/1/2017,98.7138
W.P. Labuan,secondary_upper,female,1/1/2018,91.0774
W.P. Labuan,secondary_upper,female,1/1/2019,103.5
W.P. Labuan,secondary_upper,female,1/1/2020,95.3
W.P. Labuan,secondary_upper,female,1/1/2021,95
W.P. Labuan,secondary_upper,female,1/1/2022,99.5
W.P. Labuan,secondary_upper,male,1/1/2016,103.8596
W.P. Labuan,secondary_upper,male,1/1/2017,95.315
W.P. Labuan,secondary_upper,male,1/1/2018,91.8197
W.P. Labuan,secondary_upper,male,1/1/2019,96.7
W.P. Labuan,secondary_upper,male,1/1/2020,96.4
W.P. Labuan,secondary_upper,male,1/1/2021,97
W.P. Labuan,secondary_upper,male,1/1/2022,99.2
W.P. Putrajaya,primary,both,1/1/2016,103.48
W.P. Putrajaya,primary,both,1/1/2017,103.56
W.P. Putrajaya,primary,both,1/1/2018,101.26
W.P. Putrajaya,primary,both,1/1/2019,99.5
W.P. Putrajaya,primary,both,1/1/2020,101.4
W.P. Putrajaya,primary,both,1/1/2021,76.8
W.P. Putrajaya,primary,both,1/1/2022,102.9
W.P. Putrajaya,primary,female,1/1/2016,104.8
W.P. Putrajaya,primary,female,1/1/2017,103.56
W.P. Putrajaya,primary,female,1/1/2018,102.78
W.P. Putrajaya,primary,female,1/1/2019,99.5
W.P. Putrajaya,primary,female,1/1/2020,104.3
W.P. Putrajaya,primary,female,1/1/2021,80
W.P. Putrajaya,primary,female,1/1/2022,104.9
W.P. Putrajaya,primary,male,1/1/2016,102.23
W.P. Putrajaya,primary,male,1/1/2017,103.56
W.P. Putrajaya,primary,male,1/1/2018,99.7
W.P. Putrajaya,primary,male,1/1/2019,99.6
W.P. Putrajaya,primary,male,1/1/2020,98.7
W.P. Putrajaya,primary,male,1/1/2021,73.9
W.P. Putrajaya,primary,male,1/1/2022,101.1
W.P. Putrajaya,secondary_lower,both,1/1/2016,110.3378
W.P. Putrajaya,secondary_lower,both,1/1/2017,107.5758
W.P. Putrajaya,secondary_lower,both,1/1/2018,97.7966
W.P. Putrajaya,secondary_lower,both,1/1/2019,103.3
W.P. Putrajaya,secondary_lower,both,1/1/2020,105.7
W.P. Putrajaya,secondary_lower,both,1/1/2021,97.5
W.P. Putrajaya,secondary_lower,both,1/1/2022,103.2
W.P. Putrajaya,secondary_lower,female,1/1/2016,111.7188
W.P. Putrajaya,secondary_lower,female,1/1/2017,109.7004
W.P. Putrajaya,secondary_lower,female,1/1/2018,98.8447
W.P. Putrajaya,secondary_lower,female,1/1/2019,108.6
W.P. Putrajaya,secondary_lower,female,1/1/2020,108.3
W.P. Putrajaya,secondary_lower,female,1/1/2021,97.2
W.P. Putrajaya,secondary_lower,female,1/1/2022,105.9
W.P. Putrajaya,secondary_lower,male,1/1/2016,109.2857
W.P. Putrajaya,secondary_lower,male,1/1/2017,105.889
W.P. Putrajaya,secondary_lower,male,1/1/2018,96.9728
W.P. Putrajaya,secondary_lower,male,1/1/2019,99.1
W.P. Putrajaya,secondary_lower,male,1/1/2020,103.6
W.P. Putrajaya,secondary_lower,male,1/1/2021,97.8
W.P. Putrajaya,secondary_lower,male,1/1/2022,100.9
W.P. Putrajaya,secondary_upper,both,1/1/2016,109.4761
W.P. Putrajaya,secondary_upper,both,1/1/2017,97.0238
W.P. Putrajaya,secondary_upper,both,1/1/2018,95.034
W.P. Putrajaya,secondary_upper,both,1/1/2019,103.6
W.P. Putrajaya,secondary_upper,both,1/1/2020,93.5
W.P. Putrajaya,secondary_upper,both,1/1/2021,93.7
W.P. Putrajaya,secondary_upper,both,1/1/2022,101.7
W.P. Putrajaya,secondary_upper,female,1/1/2016,110.9515
W.P. Putrajaya,secondary_upper,female,1/1/2017,95.2872
W.P. Putrajaya,secondary_upper,female,1/1/2018,94.8438
W.P. Putrajaya,secondary_upper,female,1/1/2019,101.2
W.P. Putrajaya,secondary_upper,female,1/1/2020,93.6
W.P. Putrajaya,secondary_upper,female,1/1/2021,94.5
W.P. Putrajaya,secondary_upper,female,1/1/2022,99.1
W.P. Putrajaya,secondary_upper,male,1/1/2016,108.3671
W.P. Putrajaya,secondary_upper,male,1/1/2017,98.4394
W.P. Putrajaya,secondary_upper,male,1/1/2018,95.1807
W.P. Putrajaya,secondary_upper,male,1/1/2019,105.7
W.P. Putrajaya,secondary_upper,male,1/1/2020,93.4
W.P. Putrajaya,secondary_upper,male,1/1/2021,92.9
W.P. Putrajaya,secondary_upper,male,1/1/2022,104
